iter	RMSE
437	0.02506698598
438	0.02505288652
439	0.02498716344
440	0.0249340647
441	0.02488547661
442	0.02485255884
443	0.02484602783
444	0.02481444867
445	0.02479757069
446	0.02473396452
447	0.0247013331
448	0.02463963238
449	0.02462335384
450	0.02459675224
451	0.02455268451
452	0.02448647932
453	0.02446032813
454	0.02442993255
455	0.02439999057
456	0.02437479102
457	0.0243454429
458	0.02431653097
459	0.02428804816
460	0.02427258995
461	0.02424456517
462	0.02421695591
463	0.02418711921
464	0.02416000559
465	0.02413329238
466	0.02409967161
467	0.02407333431
468	0.02404738486
469	0.02403264374
470	0.02400710957
471	0.02399527765
472	0.02397009762
473	0.02394528783
474	0.02393912742
475	0.0239146786
476	0.02390859906
477	0.0238845052
478	0.02386076425
479	0.02385476009
480	0.0238488377
481	0.02382543606
482	0.02381959012
483	0.02379652617
484	0.02378262179
485	0.02375992559
486	0.02373756078
487	0.02373181038
488	0.02370976718
489	0.02365763304
490	0.02363595765
491	0.02361459731
492	0.02359354713
493	0.02358216125
494	0.02356139766
495	0.0235557784
496	0.02350508899
497	0.02349955037
498	0.0234566508
499	0.02343608093
500	0.0233868002
501	0.02338133636
502	0.02337594595
503	0.0233560052
504	0.02330307317
505	0.02325444365
506	0.02324911671
507	0.02320776608
508	0.02316044358
509	0.02310926058
510	0.02310398885
511	0.02306507133
512	0.02302079041
513	0.02297184247
514	0.02296051282
515	0.02291276995
516	0.02290754228
517	0.02286428943
518	0.02281780648
519	0.02281263455
520	0.02277039589
521	0.02275182178
522	0.02274671934
523	0.02270136789
524	0.02268939351
525	0.02268435403
526	0.0226476523
527	0.02262807951
528	0.0226162758
529	0.02257457417
530	0.02253858407
531	0.02253359431
532	0.02251572992
533	0.02247228973
534	0.02246734908
535	0.02243921599
536	0.02240430398
537	0.0223994172
538	0.02236517202
539	0.02236033875
540	0.0223489934
541	0.02230907709
542	0.02227362349
543	0.02226886184
544	0.02223550814
545	0.02220640196
546	0.0221891827
547	0.02217227579
548	0.02216461691
549	0.02211599645
550	0.02209942967
551	0.02207416596
552	0.02203941354
553	0.02200291581
554	0.02196525
555	0.02193265438
556	0.02191657283
557	0.02191191766
558	0.02187905583
559	0.0218715955
560	0.02185289392
561	0.02181451818
562	0.02178218486
563	0.02174654523
564	0.02170395432
565	0.02166906475
566	0.02163310004
567	0.02159862852
568	0.02156294652
569	0.02152907706
570	0.02149423355
571	0.02144480387
572	0.02141165127
573	0.02136188841
574	0.02131614653
575	0.02128360001
576	0.02125585811
577	0.02120019892
578	0.02115601302
579	0.02112412249
580	0.02109059405
581	0.02106041572
582	0.02103384246
583	0.02097925008
584	0.02094971715
585	0.02091885166
586	0.02088295673
587	0.02083129892
588	0.02082662501
589	0.02082201485
590	0.02081746754
591	0.02078867238
592	0.02078417695
593	0.02077974264
594	0.02072989183
595	0.02072005023
596	0.0206737591
597	0.02066945967
598	0.02062493792
599	0.02062067593
600	0.02060587175
601	0.02059621622
602	0.0205554644
603	0.02053798815
604	0.02050319423
605	0.02047321928
606	0.02044544328
607	0.02042821872
608	0.02039429396
609	0.02036501856
610	0.02031441746
611	0.02028144487
612	0.02026435867
613	0.02023206258
614	0.02022081824
615	0.02020403108
616	0.02017565578
617	0.02014410816
618	0.02009634635
619	0.02007990037
620	0.02006876941
621	0.02005266374
622	0.02002484586
623	0.01999398742
624	0.0199780881
625	0.01995301417
626	0.01994203009
627	0.01993121617
628	0.01990521174
629	0.01986151477
630	0.01982584418
631	0.01980475381
632	0.01977376145
633	0.01974400091
634	0.01971711736
635	0.01968324231
636	0.01965921479
637	0.01962746559
638	0.0196168592
639	0.01960122706
640	0.0195907643
641	0.01957545304
642	0.01955044473
643	0.01952219556
644	0.01948745526
645	0.01947248248
646	0.01944349033
647	0.01940092482
648	0.01938088944
649	0.01935060962
650	0.01931798844
651	0.0192954005
652	0.01927040798
653	0.01925155882
654	0.01922935484
655	0.01921916133
656	0.01918736972
657	0.0191657112
658	0.01912437243
659	0.0191057644
660	0.01908171771
661	0.01905212279
662	0.01903482591
663	0.01901339079
664	0.01898984674
665	0.01896533879
666	0.01894643736
667	0.01891566206
668	0.01887573329
669	0.01885846098
670	0.0188354899
671	0.01881774621
672	0.01879711362
673	0.01876814669
674	0.01874313134
675	0.01871972487
676	0.01870270387
677	0.01867966718
678	0.01866242859
679	0.01864205969
680	0.01863217139
681	0.01860947032
682	0.01856404567
683	0.01854735619
684	0.01853058455
685	0.01851637122
686	0.01846298749
687	0.01844120477
688	0.01841430015
689	0.0183853694
690	0.01836301045
691	0.01834904033
692	0.01830503962
693	0.01827749835
694	0.01826375664
695	0.0182114387
696	0.01819488092
697	0.01817274901
698	0.01814566268
699	0.01809439439
700	0.01807674262
701	0.01804781851
702	0.01803557677
703	0.01802212754
704	0.01799059381
705	0.01797860016
706	0.01795327426
707	0.01793728432
708	0.01791097119
709	0.01789912779
710	0.01788578279
711	0.01783605054
712	0.01779316526
713	0.017755847
714	0.01774018718
715	0.01769893248
716	0.01768610663
717	0.0176605612
718	0.01763865077
719	0.01761068187
720	0.017594908
721	0.01754657795
722	0.01753417903
723	0.01748695933
724	0.01747721283
725	0.01744982537
726	0.01743467083
727	0.0174228785
728	0.01739884678
729	0.01738391182
730	0.01735661098
731	0.01732688106
732	0.01731532272
733	0.01727390262
734	0.01725914373
735	0.01724678771
736	0.01723939511
737	0.01721599643
738	0.01720876524
739	0.01716843167
740	0.01715389387
741	0.01714179038
742	0.0170957239
743	0.01708112983
744	0.01706684964
745	0.01704096622
746	0.01703389209
747	0.01702695122
748	0.01700457788
749	0.0169653808
750	0.01695378154
751	0.01693944752
752	0.01690019856
753	0.01688609139
754	0.01687442761
755	0.01686764531
756	0.01683856787
757	0.01682450202
758	0.01681063205
759	0.01678581088
760	0.01676001279
761	0.01674844064
762	0.01673695616
763	0.01669861233
764	0.01668722892
765	0.01665906195
766	0.01664531565
767	0.01663856805
768	0.01662476667
769	0.01661129743
770	0.0165891612
771	0.01656675152
772	0.01652940711
773	0.01651807095
774	0.01649721329
775	0.01648391971
776	0.01643445544
777	0.01642781391
778	0.01638867461
779	0.01638210955
780	0.0163727489
781	0.0163522367
782	0.01631605067
783	0.01630959533
784	0.01627121128
785	0.01626481188
786	0.01625166181
787	0.01621076648
788	0.01620014767
789	0.01617827976
790	0.01614302873
791	0.01612968705
792	0.01611666687
793	0.01609582765
794	0.01605585681
795	0.01601027391
796	0.01598792755
797	0.01597864085
798	0.01596709838
799	0.01594402113
800	0.01593492119
801	0.01592453674
802	0.01591320003
803	0.01589629391
804	0.0158812683
805	0.01584714147
806	0.01584114669
807	0.01580250541
808	0.01578092001
809	0.01577508445
810	0.0157541673
811	0.01572785933
812	0.01569002243
813	0.0156697613
814	0.01565710112
815	0.01563743382
816	0.01562850737
817	0.01561862068
818	0.01560981255
819	0.01559317795
820	0.01556775073
821	0.01554847999
822	0.01551144547
823	0.01549913069
824	0.01548287413
825	0.01547175943
826	0.01543545177
827	0.01542200909
828	0.01541103157
829	0.01537809017
830	0.01536662101
831	0.0153546269
832	0.01534182755
833	0.01530625315
834	0.01529321071
835	0.01528192509
836	0.01526599425
837	0.01525504067
838	0.0152427256
839	0.01520219483
840	0.0151883853
841	0.01517588962
842	0.01514148043
843	0.01513042286
844	0.01511169747
845	0.01510096273
846	0.01509007322
847	0.01507129797
848	0.01503739196
849	0.01502677031
850	0.01501119206
851	0.01499836638
852	0.01498640285
853	0.01494796403
854	0.01491519467
855	0.01490670857
856	0.01489335233
857	0.01488125167
858	0.01486863171
859	0.01483159137
860	0.01480355081
861	0.01479280629
862	0.01478447218
863	0.01476600497
864	0.01475413296
865	0.01474355332
866	0.01473181575
867	0.01472316237
868	0.01470547684
869	0.01469724378
870	0.01468913458
871	0.01468065036
872	0.01466528301
873	0.01465491016
874	0.01462348299
875	0.01459594003
876	0.01458792707
877	0.01456996325
878	0.01456204712
879	0.01455380662
880	0.01454362203
881	0.01452599736
882	0.01449529053
883	0.01448383517
884	0.01447844005
885	0.01444830866
886	0.0144429904
887	0.01440879779
888	0.01440355113
889	0.014374401
890	0.01436922806
891	0.01434721165
892	0.01433931965
893	0.01433154642
894	0.01431303587
895	0.01429475694
896	0.01428965129
897	0.01425671998
898	0.01423535982
899	0.01422764509
900	0.01421755234
901	0.01420949785
902	0.01417845584
903	0.01416847664
904	0.01416088338
905	0.01415331327
906	0.01414585715
907	0.01413801075
908	0.01411041407
909	0.0140896362
910	0.0140798111
911	0.01406188687
912	0.01405452919
913	0.01404486854
914	0.01402506037
915	0.01399520117
916	0.01398752616
917	0.01397152616
918	0.01396197106
919	0.01395474881
920	0.01394734292
921	0.01391804102
922	0.01390860159
923	0.0138993071
924	0.01388380596
925	0.01387467819
926	0.01386322065
927	0.01385187975
928	0.01382335683
929	0.01381620863
930	0.01380931159
931	0.01380441257
932	0.01377553212
933	0.01377069743
934	0.01376596381
935	0.01373978287
936	0.01373263179
937	0.01370697995
938	0.01368684849
939	0.01367747043
940	0.01366824622
941	0.01366164025
942	0.01364738644
943	0.0136333477
944	0.01360602931
945	0.01359976167
946	0.01358592675
947	0.0135722994
948	0.01355887621
949	0.01354565383
950	0.01352074224
951	0.01351370796
952	0.01350669307
953	0.01349980478
954	0.01349056921
955	0.0134640263
956	0.01345856071
957	0.01345265548
958	0.01344574615
959	0.01343263061
960	0.01341971116
961	0.01340698458
962	0.01338286433
963	0.01337372132
964	0.01336770971
965	0.0133418006
966	0.01333648725
967	0.01331692709
968	0.0133113522
969	0.01330596868
970	0.0132934041
971	0.01328102586
972	0.01326883094
973	0.0132568164
974	0.01323337755
975	0.0132265443
976	0.01321468322
977	0.01320299717
978	0.01317996794
979	0.01317322701
980	0.01316418358
981	0.01314504291
982	0.01313836044
983	0.01313333311
984	0.01312179993
985	0.01309655977
986	0.01309145278
987	0.01307269217
988	0.0130699817
989	0.013058585
990	0.01304735591
991	0.01303629176
992	0.0130138264
993	0.01300717247
994	0.0129888317
995	0.01298618112
996	0.01297964469
997	0.01297704918
998	0.01296612509
999	0.01295536109
